,AssessmentID,Case_ID,Agency_Text,Sex_Code_Text,AGE,Ethnic_Code_Text,ScaleSet_ID,ScaleSet,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,RecSupervisionLevelText,Scale_ID,DisplayText,DecileScore,ScoreText,AssessmentType
11672,70805,64199,PRETRIAL,Male,26,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
11673,70855,64244,PRETRIAL,Male,31,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11674,70847,2020,Probation,Male,24,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,Copy
11675,70826,64219,PRETRIAL,Male,25,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11676,70839,64231,PRETRIAL,Female,40,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,1,Low,7,Risk of Violence,1,Low,New
11677,70868,64257,Probation,Female,69,Caucasian,22,Risk and Prescreen,English,Other,Probation,Widowed,1,Low,7,Risk of Violence,1,Low,New
11678,70831,46735,Probation,Female,40,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Medium,7,Risk of Violence,2,Low,Copy
11679,70829,64222,PRETRIAL,Male,48,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11680,70836,64228,Probation,Male,37,Asian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11681,70827,64220,PRETRIAL,Male,28,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,2,Low,New
11682,70857,64246,PRETRIAL,Female,31,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Divorced,1,Low,7,Risk of Violence,1,Low,New
11683,70850,10160,PRETRIAL,Male,28,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,9,High,Copy
11684,70864,64253,Probation,Male,32,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11685,70871,64259,PRETRIAL,Male,43,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11686,70866,64255,Probation,Male,25,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11687,70820,64214,PRETRIAL,Male,27,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
11688,70845,64236,Probation,Male,27,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11689,70824,64217,PRETRIAL,Male,55,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,1,Low,7,Risk of Violence,1,Low,New
11690,70841,64232,Probation,Male,53,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11691,70821,64215,PRETRIAL,Male,59,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11692,70828,64221,PRETRIAL,Male,34,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11693,70835,64227,Probation,Male,45,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11694,70849,64239,Probation,Male,42,Hispanic,22,Risk and Prescreen,English,Other,Probation,Divorced,1,Low,7,Risk of Violence,2,Low,New
11695,70844,64235,PRETRIAL,Female,39,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Separated,1,Low,7,Risk of Violence,1,Low,New
11696,70863,64252,PRETRIAL,Male,26,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,3,Low,New
11697,70858,64247,Probation,Male,28,Hispanic,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11698,70854,64243,Probation,Male,26,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11699,70833,64225,PRETRIAL,Male,24,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
11700,70823,64216,PRETRIAL,Male,19,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,7,Medium,New
11701,70837,64229,PRETRIAL,Female,59,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,New
11702,70838,64230,Probation,Male,39,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,3,Low,New
11703,70861,64250,Probation,Female,29,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11704,70825,64218,PRETRIAL,Male,32,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,New
11705,70859,64248,Probation,Female,66,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11706,70832,64224,PRETRIAL,Male,22,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Medium,7,Risk of Violence,6,Medium,New
11707,70867,64256,PRETRIAL,Female,20,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,6,Medium,New
11708,70853,64242,PRETRIAL,Male,27,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,2,Low,New
11709,70843,64234,Probation,Male,33,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11710,70856,64245,PRETRIAL,Male,48,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Divorced,2,Medium,7,Risk of Violence,3,Low,New
11711,70851,64240,Probation,Male,52,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11712,70869,64258,Probation,Male,31,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,3,Low,New
11713,70830,64223,PRETRIAL,Female,19,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,4,High,7,Risk of Violence,10,High,New
11714,70898,64281,Probation,Male,35,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,2,Low,New
11715,70916,64297,PRETRIAL,Male,33,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11716,70919,64299,Probation,Male,20,Caucasian,22,Risk and Prescreen,English,Other,Probation,Single,2,Medium,7,Risk of Violence,6,Medium,New
11717,70911,64292,Probation,Male,41,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,2,Low,New
11718,70903,64286,Probation,Male,25,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11719,70882,64270,PRETRIAL,Male,46,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11720,70874,64262,PRETRIAL,Male,43,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11721,70905,64288,Probation,Male,23,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,3,Low,New
11722,70884,64272,PRETRIAL,Male,62,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,1,Low,New
11723,70879,64267,PRETRIAL,Male,68,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Separated,1,Low,7,Risk of Violence,1,Low,New
11724,70875,64263,PRETRIAL,Male,22,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
11725,70872,64260,PRETRIAL,Male,44,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,7,Medium,New
11726,70891,64276,PRETRIAL,Male,59,Hispanic,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,New
11727,70893,64278,Probation,Male,33,African-American,22,Risk and Prescreen,English,Other,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11728,70900,64283,Probation,Male,36,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11729,70914,64295,Probation,Female,60,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11730,70892,64277,Probation,Male,36,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11731,70913,64294,Probation,Male,27,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11732,70922,64301,PRETRIAL,Male,28,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,4,Low,New
11733,70883,64271,PRETRIAL,Male,23,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,2,Medium,7,Risk of Violence,4,Low,New
11734,70901,64284,PRETRIAL,Male,46,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11735,70880,64268,PRETRIAL,Male,55,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11736,70887,64274,PRETRIAL,Male,56,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,5,Medium,New
11737,70878,64266,PRETRIAL,Female,38,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,2,Medium,7,Risk of Violence,2,Low,New
11738,70885,64273,PRETRIAL,Male,29,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
11739,70899,64282,Probation,Male,45,Hispanic,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11740,70908,63733,PRETRIAL,Male,50,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,Copy
11741,70906,63699,PRETRIAL,Male,24,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,5,Medium,Copy
11742,70897,64279,PRETRIAL,Male,48,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,2,Medium,7,Risk of Violence,6,Medium,Copy
11743,70876,64264,PRETRIAL,Male,22,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,1,Low,7,Risk of Violence,4,Low,New
11744,70918,64298,PRETRIAL,Male,67,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11745,70889,64275,Probation,Female,33,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11746,70886,44918,PRETRIAL,Male,40,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Divorced,1,Low,7,Risk of Violence,2,Low,Copy
11747,70915,64296,Probation,Male,30,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Married,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
11748,70920,64300,Probation,Female,58,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11749,70902,64285,Probation,Male,49,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11750,70873,64261,PRETRIAL,Male,31,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
11751,70923,64302,PRETRIAL,Male,52,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11752,70933,64311,PRETRIAL,Male,36,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,1,Low,New
11753,70954,64331,PRETRIAL,Female,26,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Medium,7,Risk of Violence,4,Low,New
11754,70941,64319,PRETRIAL,Male,24,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
11755,70939,64317,PRETRIAL,Male,33,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,6,Medium,New
11756,70946,64324,PRETRIAL,Male,39,Caucasian,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,2,Low,New
11757,70925,10177,Probation,Male,25,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,9,High,Copy
11758,70959,64335,PRETRIAL,Male,35,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
11759,70931,64309,PRETRIAL,Male,25,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
11760,70938,64316,PRETRIAL,Male,32,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11761,70929,64307,PRETRIAL,Male,20,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,New
11762,70927,64305,PRETRIAL,Male,24,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
11763,70957,51543,Probation,Male,57,Hispanic,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Married,1,Low,7,Risk of Violence,1,Low,Copy
11764,70936,64314,Probation,Male,47,Caucasian,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11765,70950,64328,Probation,Male,27,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,6,Medium,New
11766,70948,64326,Probation,Male,28,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11767,70955,64332,Probation,Male,28,African-American,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11768,70934,64312,Probation,Female,45,Hispanic,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11769,70928,64306,PRETRIAL,Male,18,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,8,High,New
11770,70935,64313,Probation,Male,37,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11771,70949,64327,Probation,Male,28,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11772,70942,64320,Probation,Female,22,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,4,Low,New
11773,70944,64322,PRETRIAL,Female,49,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11774,70965,64341,PRETRIAL,Male,29,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
11775,70926,64304,PRETRIAL,Male,25,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
11776,70960,64336,PRETRIAL,Male,29,Other,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,4,Low,New
11777,70947,64325,PRETRIAL,Male,32,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Low,7,Risk of Violence,2,Low,New
11778,70956,64333,Probation,Male,26,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11779,70951,64329,Probation,Male,34,Caucasian,22,Risk and Prescreen,English,Other,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11780,70930,64308,PRETRIAL,Male,23,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,5,Medium,New
11781,70961,64337,Probation,Female,35,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11782,70940,64318,PRETRIAL,Female,36,African-American,22,Risk and Prescreen,English,Other,Probation,Divorced,1,Low,7,Risk of Violence,3,Low,New
11783,70932,64310,Probation,Female,21,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
11784,70953,64330,Probation,Male,20,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
11785,70924,64303,PRETRIAL,Male,52,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11786,70958,64334,Probation,Male,49,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,3,Medium with Override Consideration,7,Risk of Violence,4,Low,New
11787,70945,64323,Probation,Male,55,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,1,Low,New
11788,70966,37974,PRETRIAL,Male,25,Caucasian,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,4,High,7,Risk of Violence,9,High,Copy
11789,70937,64315,Probation,Female,20,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
11790,70987,64287,PRETRIAL,Female,35,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,2,Low,Copy
11791,71005,64375,Probation,Female,31,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,2,Low,New
11792,70984,64356,PRETRIAL,Female,28,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Divorced,1,Low,7,Risk of Violence,5,Medium,New
11793,70979,64351,PRETRIAL,Male,41,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11794,70992,64362,Probation,Female,21,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,2,Medium,7,Risk of Violence,5,Medium,New
11795,70982,64354,PRETRIAL,Male,51,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11796,70989,64359,Probation,Male,29,Hispanic,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,2,Low,New
11797,71003,64373,Probation,Male,39,Hispanic,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11798,70995,64365,Probation,Male,27,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11799,70974,64346,PRETRIAL,Male,46,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,4,Low,New
11800,70976,64348,PRETRIAL,Male,56,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11801,71002,64372,PRETRIAL,Male,20,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,8,High,New
11802,70970,64342,PRETRIAL,Male,25,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,7,Medium,New
11803,70972,64344,PRETRIAL,Male,20,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,6,Medium,New
11804,70991,64361,Probation,Male,63,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Low,7,Risk of Violence,1,Low,New
11805,70993,64363,Probation,Male,54,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Separated,1,Low,7,Risk of Violence,1,Low,New
11806,70986,64357,PRETRIAL,Male,29,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,5,Medium,New
11807,71000,64370,Probation,Male,44,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,3,Medium with Override Consideration,7,Risk of Violence,2,Low,New
11808,71007,64377,Probation,Male,26,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11809,70969,51447,PRETRIAL,Male,20,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,7,Medium,Copy
11810,70990,64360,Probation,Male,26,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,3,Low,New
11811,70994,64364,Probation,Female,34,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11812,70971,64343,PRETRIAL,Male,32,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11813,70978,64350,PRETRIAL,Male,65,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11814,71008,64378,Probation,Male,28,African-American,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,3,Low,New
11815,71006,64376,Probation,Male,34,Hispanic,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11816,71004,64374,Probation,Male,24,Hispanic,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11817,70996,64366,Probation,Male,60,Hispanic,22,Risk and Prescreen,English,Other,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11818,70975,64347,PRETRIAL,Female,46,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,3,Medium with Override Consideration,7,Risk of Violence,6,Medium,New
11819,71009,64379,Probation,Female,44,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Low,7,Risk of Violence,1,Low,New
11820,70988,64358,Probation,Male,26,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,2,Low,New
11821,71179,64532,Probation,Male,22,Caucasian,22,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Low,7,Risk of Violence,4,Low,New
11822,70983,64355,PRETRIAL,Female,32,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11823,71001,64371,PRETRIAL,Male,29,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,2,Low,New
11824,70980,64352,PRETRIAL,Male,59,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11825,71017,64387,PRETRIAL,Male,19,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,10,High,New
11826,71025,64393,PRETRIAL,Male,27,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11827,71011,64381,PRETRIAL,Male,51,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11828,71024,64392,PRETRIAL,Female,31,Hispanic,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11829,71015,64385,PRETRIAL,Male,28,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11830,71020,64390,PRETRIAL,Female,56,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Separated,1,Low,7,Risk of Violence,1,Low,New
11831,71014,64384,PRETRIAL,Male,32,Other,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11832,71028,64396,PRETRIAL,Male,29,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,3,Medium with Override Consideration,7,Risk of Violence,4,Low,New
11833,71016,64386,PRETRIAL,Female,22,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,3,Low,New
11834,71019,64389,PRETRIAL,Male,20,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,5,Medium,New
11835,71012,64382,PRETRIAL,Male,29,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,8,High,New
11836,71023,10981,Probation,Female,25,African-American,22,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,4,High,7,Risk of Violence,8,High,Copy
11837,71010,64380,PRETRIAL,Male,28,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11838,71018,64388,PRETRIAL,Male,34,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11839,71026,64394,PRETRIAL,Female,36,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Low,7,Risk of Violence,1,Low,New
11840,71013,64383,PRETRIAL,Male,20,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,4,High,7,Risk of Violence,8,High,New
11841,71031,64399,PRETRIAL,Female,35,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11842,71033,64401,PRETRIAL,Male,44,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Medium,7,Risk of Violence,1,Low,New
11843,71029,64397,PRETRIAL,Male,41,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,3,Medium with Override Consideration,7,Risk of Violence,3,Low,New
11844,71032,64400,PRETRIAL,Male,26,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11845,71030,64398,PRETRIAL,Male,41,African-American,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,1,Low,New
11846,71048,64415,PRETRIAL,Male,29,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,2,Low,New
11847,71051,64417,PRETRIAL,Male,34,Caucasian,22,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Low,7,Risk of Violence,4,Low,New
